game_id,action_id,period_id,time_seconds,team_id,player_id,result_name,start_x,start_y,end_x,end_y,dx,dy,type_name,player_name_ko,team_name_ko,position_name,main_position,spadl_type,spadl_result,dt,distance,speed,is_outcome,seq_position,seq_phase,sequence_id,outcome_type,outcome_result,source_label,target_sid
126346,634,1,1085.567,4646,188514.0,Successful,0.518353,0.633165,0.453049,0.540281,-0.0653039999999999,-0.0928839999999999,Pass,델브리지,인천 유나이티드,CB,CB,pass,success,5.3659999999999854,0.1135431630350325,0.0211597396636289,False,9,buildup,9050,pass,success,c53_s1,9051
126346,635,1,1087.033,4646,356605.0,,0.453049,0.540281,0.453049,0.540281,-0.0,-0.0,Pass Received,권한진,인천 유나이티드,CF,CB,pass,fail,1.4659999999998945,0.0,0.0,False,8,buildup,9050,pass,success,c53_s1,9051
126346,635,1,1087.033,4646,356605.0,,0.453049,0.540281,0.453049,0.540281,-0.0,-0.0,Pass Received,권한진,인천 유나이티드,CF,CB,pass,fail,1.4659999999998945,0.0,0.0,False,9,buildup,9051,pass,fail,c53_s1,9051
126346,636,1,1087.034,4646,356605.0,,0.453049,0.540281,0.504249,0.504609,0.0511999999999999,-0.035672,Carry,권한진,인천 유나이티드,CF,CB,dribble,fail,0.0010000000002037,0.0624013748566487,62.40137484393596,False,7,buildup,9050,pass,success,c53_s1,9051
126346,636,1,1087.034,4646,356605.0,,0.453049,0.540281,0.504249,0.504609,0.0511999999999999,-0.035672,Carry,권한진,인천 유나이티드,CF,CB,dribble,fail,0.0010000000002037,0.0624013748566487,62.40137484393596,False,8,buildup,9051,pass,fail,c53_s1,9051
126346,637,1,1089.8,4646,356605.0,Successful,0.504249,0.504609,0.525947,0.1860579999999999,0.0216980000000001,-0.3185510000000001,Pass,권한진,인천 유나이티드,CF,CB,pass,success,2.765999999999849,0.3192891210251299,0.1154335217010655,False,6,buildup,9050,pass,success,c53_s1,9051
126346,637,1,1089.8,4646,356605.0,Successful,0.504249,0.504609,0.525947,0.1860579999999999,0.0216980000000001,-0.3185510000000001,Pass,권한진,인천 유나이티드,CF,CB,pass,success,2.765999999999849,0.3192891210251299,0.1154335217010655,False,7,buildup,9051,pass,fail,c53_s1,9051
126346,638,1,1091.567,4646,161122.0,,0.525947,0.1860579999999999,0.525947,0.1860579999999999,-0.0,-0.0,Pass Received,오반석,인천 유나이티드,CB,CB,pass,fail,1.7670000000000528,0.0,0.0,False,5,attack,9050,pass,success,c53_s1,9051
126346,638,1,1091.567,4646,161122.0,,0.525947,0.1860579999999999,0.525947,0.1860579999999999,-0.0,-0.0,Pass Received,오반석,인천 유나이티드,CB,CB,pass,fail,1.7670000000000528,0.0,0.0,False,6,buildup,9051,pass,fail,c53_s1,9051
126346,639,1,1092.333,4646,161122.0,Successful,0.547141,0.177412,0.740329,0.0309549999999999,0.193188,-0.146457,Pass,오반석,인천 유나이티드,CB,CB,pass,success,0.7660000000000764,0.242427837083533,0.3164854270019697,False,4,attack,9050,pass,success,c53_s1,9051
126346,639,1,1092.333,4646,161122.0,Successful,0.547141,0.177412,0.740329,0.0309549999999999,0.193188,-0.146457,Pass,오반석,인천 유나이티드,CB,CB,pass,success,0.7660000000000764,0.242427837083533,0.3164854270019697,False,5,attack,9051,pass,fail,c53_s1,9051
126346,640,1,1093.933,4646,250148.0,,0.740329,0.0309549999999999,0.740329,0.0309549999999999,-0.0,-0.0,Pass Received,홍시후,인천 유나이티드,LW,RWB,pass,fail,1.599999999999909,0.0,0.0,False,3,attack,9050,pass,success,c53_s1,9051
126346,640,1,1093.933,4646,250148.0,,0.740329,0.0309549999999999,0.740329,0.0309549999999999,-0.0,-0.0,Pass Received,홍시후,인천 유나이티드,LW,RWB,pass,fail,1.599999999999909,0.0,0.0,False,4,attack,9051,pass,fail,c53_s1,9051
126346,641,1,1093.934,4646,250148.0,,0.740329,0.0309549999999999,0.804393,0.042594,0.064064,0.011639,Carry,홍시후,인천 유나이티드,LW,RWB,dribble,fail,0.0009999999999763,0.0651126901379447,65.11269013948443,False,2,attack,9050,pass,success,c53_s1,9051
126346,641,1,1093.934,4646,250148.0,,0.740329,0.0309549999999999,0.804393,0.042594,0.064064,0.011639,Carry,홍시후,인천 유나이티드,LW,RWB,dribble,fail,0.0009999999999763,0.0651126901379447,65.11269013948443,False,3,attack,9051,pass,fail,c53_s1,9051
126346,642,1,1095.3,4646,250148.0,Successful,0.804393,0.042594,0.865058,0.2097219999999999,0.060665,0.1671279999999998,Pass,홍시후,인천 유나이티드,LW,RWB,pass,success,1.3659999999999854,0.1777976676140605,0.1301593467160046,True,1,attack,9050,pass,success,c53_s1,9051
