game_id,action_id,period_id,time_seconds,team_id,player_id,result_name,start_x,start_y,end_x,end_y,dx,dy,type_name,player_name_ko,team_name_ko,position_name,main_position,spadl_type,spadl_result,dt,distance,speed,source_label,target_sid,is_in_sequence
126283,57,1,102.584,2354,142106.0,Successful,0.47959,0.07804,0.342005,0.277444,-0.137585,0.199404,Pass,설영우,울산 HD FC,LB,LB,pass,success,3.1500000000000057,0.242263466996161,0.0769090371416382,c5_s1,1,False
126283,58,1,104.6,2354,500147.0,,0.342005,0.277444,0.342005,0.277444,0.0,0.0,Pass Received,황석호,울산 HD FC,CB,CB,pass,fail,2.015999999999991,0.0,0.0,c5_s1,1,False
126283,59,1,104.601,2354,500147.0,,0.342005,0.277444,0.438058,0.35775,0.096053,0.080306,Carry,황석호,울산 HD FC,CB,CB,dribble,fail,0.0010000000000047,0.1252007685479606,125.2007685473628,c5_s1,1,True
126283,60,1,114.233,2354,500147.0,Successful,0.438058,0.35775,0.399642,0.600129,-0.038416,0.2423790000000001,Pass,황석호,울산 HD FC,CB,CB,pass,success,9.632000000000003,0.2454045001563745,0.0254780419597564,c5_s1,1,True
126283,61,1,115.53,2354,250036.0,,0.399642,0.600129,0.399642,0.600129,0.0,0.0,Pass Received,김영권,울산 HD FC,CB,CB,pass,fail,1.296999999999997,0.0,0.0,c5_s1,1,True
126283,62,1,115.531,2354,250036.0,,0.399642,0.600129,0.422325,0.694253,0.022683,0.0941239999999999,Carry,김영권,울산 HD FC,CB,CB,dribble,fail,0.0010000000000047,0.0968186235442334,96.81862354377112,c5_s1,1,True
126283,63,1,117.367,2354,250036.0,Unsuccessful,0.422325,0.694253,0.821934,0.694339,0.399609,8.600000000000294e-05,Pass,김영권,울산 HD FC,CB,CB,pass,fail,1.8359999999999983,0.3996090092540457,0.2176519658246438,c5_s1,1,True
126283,64,1,120.5,4639,491803.0,,0.8219289999999999,0.695731,0.8219289999999999,0.695731,0.0,0.0,Interception,아스프로,포항 스틸러스,CB,CB,interception,fail,3.132999999999996,0.0,0.0,c5_s1,1,True
126283,65,1,120.5,4639,491803.0,,0.8219289999999999,0.695731,0.820891,0.82248,-0.0010379999999999,0.126749,Clearance,아스프로,포항 스틸러스,CB,CB,clearance,fail,0.0,0.1267532502344614,0.0,c5_s1,1,True
126283,66,1,122.333,2354,500146.0,,0.820891,0.82248,0.820891,0.82248,0.0,0.0,Recovery,김민우,울산 HD FC,LW,LW,non_action,fail,1.8329999999999984,0.0,0.0,c5_s1,1,True
126283,67,1,122.333,2354,500146.0,,0.820891,0.82248,0.962421,0.775843,0.1415299999999999,-0.046637,Carry,김민우,울산 HD FC,LW,LW,dribble,fail,0.0,0.1490159409895464,0.0,c5_s1,1,True
126283,68,1,124.367,2354,500146.0,Successful,0.962421,0.775843,0.925086,0.614604,-0.037335,-0.161239,Pass,김민우,울산 HD FC,LW,LW,pass,success,2.034000000000006,0.1655050372224362,0.0813692415056223,c5_s1,1,False
126283,69,1,125.267,2354,344559.0,,0.925086,0.614604,0.925086,0.614604,0.0,0.0,Pass Received,아타루,울산 HD FC,CAM,CAM,pass,fail,0.8999999999999915,0.0,0.0,c5_s1,1,False
126283,384,1,615.067,2354,344559.0,Successful,0.685194,0.9878449,0.56845,0.9624681,-0.1167439999999999,-0.0253767999999998,Pass,아타루,울산 HD FC,CAM,CAM,pass,success,0.5339999999999918,0.1194702620497669,0.2237270824902037,c5_s2,10,False
126283,385,1,616.633,2354,250036.0,,0.56845,0.9624681,0.766044,0.8602730000000001,0.197594,-0.1021951,Pass Received,김영권,울산 HD FC,CB,CB,pass,fail,1.566000000000031,0.2224572482523552,0.1420544369427527,c5_s2,10,False
126283,386,1,616.633,2354,250036.0,Successful,0.56845,0.9624681,0.766044,0.8602730000000001,0.197594,-0.1021951,Pass,김영권,울산 HD FC,CB,CB,pass,success,0.0,0.2224572482523552,0.0,c5_s2,10,True
126283,387,1,618.1,2354,500146.0,Successful,0.766044,0.8602730000000001,0.766044,0.8602730000000001,0.0,0.0,Duel,김민우,울산 HD FC,LW,LW,non_action,success,1.4669999999999843,0.0,0.0,c5_s2,10,True
126283,388,1,618.1,2354,500146.0,,0.766044,0.8602730000000001,0.766044,0.8602730000000001,0.0,0.0,Pass Received,김민우,울산 HD FC,LW,LW,pass,fail,0.0,0.0,0.0,c5_s2,10,True
126283,389,1,618.101,2354,500146.0,,0.766044,0.8602730000000001,0.87893,0.89662,0.112886,0.0363469999999999,Carry,김민우,울산 HD FC,LW,LW,dribble,fail,0.0009999999999763,0.1185932266404789,118.5932266432833,c5_s2,10,True
126283,390,1,619.267,2354,500146.0,,0.87893,0.89662,0.87893,0.89662,0.0,0.0,Intervention,김민우,울산 HD FC,LW,LW,non_action,fail,1.1660000000000537,0.0,0.0,c5_s2,10,True
126283,391,1,620.433,2354,61979.0,,0.87893,0.89662,0.87893,0.89662,0.0,0.0,Recovery,이명재,울산 HD FC,LB,LB,non_action,fail,1.16599999999994,0.0,0.0,c5_s2,10,True
126283,392,1,620.434,2354,61979.0,,0.87893,0.89662,0.924426,0.816846,0.0454959999999999,-0.079774,Carry,이명재,울산 HD FC,LB,LB,dribble,fail,0.0009999999999763,0.0918355981741285,91.83559817630018,c5_s2,10,True
126283,393,1,622.067,2354,61979.0,Unsuccessful,0.924426,0.816846,0.938626,0.631368,0.0141999999999999,-0.1854779999999999,Cross,이명재,울산 HD FC,LB,LB,cross,fail,1.6330000000000382,0.1860207743344812,0.1139135176573648,c5_s2,10,True
126283,394,1,622.7,4639,407605.0,,0.931296,0.6315780000000001,0.931296,0.6315780000000001,0.0,0.0,Block,한찬희,포항 스틸러스,CM,CM,non_action,fail,0.6330000000000382,0.0,0.0,c5_s2,10,False
